name,opened,sector,revenue,expenses,employees,locations,customers,ads,score1,score2,growth,potential,adsPerYear
ItnVw,1990,2,17594876,9876496,951,31,3,2930,50,2,908,17594876,105
K8qu,2001,12,588863,197093,6,3,3,2131,70,3,-590,588863,126
Lgzketmb,1999,6,968124,781594,25,5,2,2367,60,6,-181,968124,125
Uvpg,1983,6,17899358,13322654,150,13,11,2727,80,31,1156,17899358,78
J1ij8om,1973,8,1759905,5202882,120,11,50,2761,60,3,736,,62
Wy5 Corp,1987,3,9839136,27567902,161,13,4,1939,60,16,-401,,63
Arvoy,1996,12,1861381,5044415,236,10,1,2771,40,2,-554,,126
Nlll,1976,2,1128293260,1000108452,57772,1,1,2217,60,7,-1910,1128293260,53
Dhl,1997,10,2656415,2154852,130,12,3,2905,40,2,132,2656415,139
G5gq,1981,13,53586065,48254159,2653,2,4391,2509,70,138,390,53586065,68
Uti,1988,8,4399070,4795459,55,8,1,2333,40,1688,-31,,78
Wnvzm,1996,3,2853543,1387038,78,9,119,2782,64,11,17,2853543,127
Cmcv Corp,1989,7,1888037,3787431,365,18,1,1989,60,20,-90,,69
Jl3jxdo,1992,6,25861671,17670365,580,6,1834,1969,60,210,-947,25861671,76
G3J,2006,6,2682245,3480289,121,11,2,2284,40,1,661,,191
Vrby,1996,3,19122488,12189245,1112,34,16,2756,40,3,-1766,19122488,126
TY3,1988,3,93277695,130131740,1823,1,1,2559,48,3,1232,,86
Vdhp LLC,1984,3,16321851,16523639,299,18,1,2537,40,17,-1120,,75
Wimbkoowf9vgqii,1990,3,1837968,2294048,46,7,15,2431,60,17,828,,87
Pjln,1987,13,608173,578480,39,2,1,2816,60,10,-1152,608173,91
J2v,1989,6,5852553,6084451,395,20,2,2400,40,331,834,,83
Pb4dydg,1985,10,1183466345,416220622,6191,21,4,3143,56,12,525,1183466345,96
Mg2z2 Inc,1991,2,6756269,3186993,54,8,1,3316,60,144,2256,6756269,123
Igsaun,1998,2,1155932,1225046,9,3,1,2707,40,46,462,,136
Ikun,1982,10,15797713,18771667,125,9,32,3037,60,5,1272,,85
Zmn,1997,11,6409869,7721314,385,20,1460,2834,60,57,1007,,135
T7xo92,1982,8,107577764,135994925,8708,27,11,2769,50,8,-179,,77
AerCr Inc,1989,11,8023,6145,1,1,6,2310,60,2,1850,8023,80
Jk4,1996,6,2511359,4141824,71,9,3,3052,70,2,896,,139
YffW63 Corp,1998,6,17996892,49817388,1546,12,7,3112,44,27,728,,156
Xvokwa,1986,2,13067081,7265667,85,10,141,2909,50,20,587,13067081,91
Wjg Corp,1994,3,144073895,110862513,5665,60,1,2209,40,2,-115,144073895,93
D5w,1995,4,187984,170574,5,3,8,2545,60,19,-3759,187984,111
Vfb6kB,1994,3,14107336,21803615,948,7,5,3075,40,17,140,,129
Uuw,2005,6,30327,21445,1,1,136,3123,70,2,488,30327,241
Sdf5ku3w Inc,1979,3,862060,1177394,15,3,2,2948,40,206,1191,,76
Ezl,1992,9,11359922,9060867,208,15,30,3328,40,3,101,11359922,128
Xpg,1995,3,944866960,936773874,47697,18,1,2361,50,17,6167,944866960,103
Xum,1982,6,1453388,2264171,36,6,1,2295,50,75,-1410,,64
PnL,1992,13,1045597,1311155,6,3,1,3385,20,6,1542,,131
Ogi,1996,1,168210,468172,33,6,18,2736,40,3,-731,,125
Wj1g,1995,3,1675741,1312311,91,10,4,3010,40,5,1076,1675741,131
Edzu,1989,9,228322,177662,10,4,285,2519,40,13,1098,228322,87
Htr,1987,3,12091,10840,1,1,18,2362,71,2,129,12091,77
Npqm,1976,3,285198,320325,17,5,1,2999,38,1,1722,,72
Ofh,1991,10,145411,148777,9,3,1,3044,60,32,-477,,113
Pfa Corp,1994,10,35878109,33074462,592,25,2,2395,60,6,-142,35878109,100
Lzo,1985,1,768132934,1132982011,32690,31,6,2195,30,1,-1620,,67
TIqd,1991,3,373537,815800,10,4,1,2377,76,15,-1400,,89
Akg Corp,1989,6,416930,1087203,15,4,8,2881,40,55,212,,100
Ooez9Aj1opa,2004,12,5501195,3709202,33,5,1,2606,40,257,554,5501195,187
Ona LLC,1999,3,12229558,9661582,189,14,9,3021,65,5,388,12229558,159
Rrvp,1988,8,8557314,4968553,86,10,35,2520,60,48,-341,8557314,84
Skgs,1995,13,2186105,2697897,50,8,6,2588,60,1,1306,,113
VVnVbma LLC,1987,11,533546,387744,3,2,1,1458,40,24,353,533546,48
Ysfj,1992,8,72101,226085,11,4,1,3259,70,23,0,,126
ZkS,1988,13,29475583,9311912,263,17,1,2695,20,47,306,29475583,90
L4od,1994,2,50473,94832,7,3,1,3131,60,173,-104,,131
M6ms,1984,13,391604,370353,11,3,5134,2214,50,9,919,391604,66
Vam,2000,10,599,586,1,1,1,2753,50,481,-296,599,153
Xh2lf Inc,1986,13,182906,65774,1,1,17,2812,55,139,-1011,182906,88
Oxj7 Corp,1978,3,44620,83666,3,2,110,2381,40,4,-104,,60
Hsf,1994,4,1643909,2135580,170,7,8,3111,50,47,2306,,130
FuCwc,1992,10,1324703,1932172,69,7,5,2701,55,45,139,,104
SSi,1994,11,90125,34795,1,1,20,2774,66,4,880,90125,116
I3ksctizxo,2003,8,681518,243808,2,2,2,2591,40,1,-2789,681518,173
Ktv,1987,2,39254097,33854136,890,30,2,2239,40,1,152,39254097,73
Ynrvz Corp,1989,6,1890543,1721481,20,1,5,2690,40,1,1087,1890543,93
Jys Inc,1980,11,45824,46049,2,2,9,3375,70,2,-1438,,89
Uhnwnknmo,1978,10,8781,14243,1,1,815,2637,40,11,-42,,66
So5c LLC,1985,1,97388394,143716691,4622,18,11,2990,46,15,144,,91
N25tzaQ,1983,3,19200434,19548626,301,7,1,2466,66,24,658,,71
Tgb,1978,13,2130531,3892043,98,10,1,2718,60,2,-1251,,68
Qol2q,1987,11,1787340454,1086299203,32500,1,11,2817,60,6,521,1787340454,91
Uft3 Inc,1994,1,20906198,12637505,251,16,1,2606,40,4,459,20906198,109
K8y,2002,4,812227095,825155935,4429,38,1,2705,40,9,-1529,,170
FFarlumkio,1994,3,7406273,11247206,311,18,11,2000,56,20,-1026,,84
CVfMc0z,1989,3,851521,597325,20,5,107,3234,60,100,-66,851521,112
Cnijx Inc,1993,1,3785,6621,1,1,1,2731,60,6,-1502,,110
Tlv Inc,1996,3,33750631,38212330,286,6,2,3264,60,1,-1450,,149
AorGyi LLC,2004,3,374966,444429,4,2,82532,2292,40,1,497,,164
SwkvrfN5aa,1997,8,514197,589153,13,4,1,3060,69,5,-173,,146
N1gljI,1992,3,413420,397245,7,3,1,2716,50,105,2436,413420,105
Klc,1985,3,529548242,843572933,14125,7,6,3327,60,51,609,,101
Riyc Corp,1989,8,40066,52103,1,1,10,2758,40,9,584,,96
S0a Inc,1984,3,861052,985619,11,4,1,2936,60,19,140,,87
Czcrjypdxkbj,1988,13,7486533,6684764,161,7,3,1961,60,2,-1359,7486533,66
Wve,1995,3,866309,548221,31,6,1,3034,54,26,-309,866309,132
Wfns,1993,6,174642797,117067717,4705,15,34,2895,51,46,-1961,174642797,116
GyFje5,1984,13,4269527,6829697,255,16,2,2645,70,11,-5723,,78
Cxhjnlav4,2001,3,15235456,21130711,568,10,9,2700,50,41,231,,159
Drkf,1993,3,47263640,19943662,147,5,2,2159,60,3,3088,47263640,87
GgYz Inc,1992,3,507121,455692,8,3,159,2617,40,28,71,507121,101
Talb,1999,9,1549941,1753072,86,10,1,2078,50,67,-988,,110
Wyva Inc,1996,3,21243,36911,2,2,43,2689,70,14,-888,,123
CrP,1986,3,2047679,4229109,98,5,17,2950,40,6,191,,93
Xicn,1991,2,3223060,1177266,34,4,4,2251,46,26,1159,3223060,84
Po9oe,1985,2,2916437,4023103,45,7,3,2575,40,80,1086,,79
Cgaer LLC,1987,10,849112,1841311,62,8,1,2896,50,34,445,,94
JMLuge,1983,7,1446648,2759846,113,11,1555,3091,60,4,2202,,89
Stwh,1996,3,540242,492190,12,4,1,3233,60,17,-1593,540242,147
Grh LLC,1989,8,124016757,171855696,12967,23,2,2483,60,40,-777,,86
N7g0,1991,6,90610287,139929458,1027,21,1,2494,40,586,1714,,93
Hjwvn,1987,11,316634156,414138981,4456,21,21,3475,45,20,1040,,113
KMgz,1995,3,118599469,99602059,545,24,4,3015,60,11,-488,118599469,132
Lcs Inc,1985,11,16811214,18401438,203,11,2,3021,50,1,-1353,,92
Xgkd Corp,1993,8,38951891,13606269,198,10,74,2613,60,84,1393,38951891,105
HzHf,1989,10,60483149,35701785,3093,1,19,2608,50,741,-627,60483149,90
Qp1bG6,1996,11,3530856,3210995,27,3,4,3366,80,1,2283,3530856,153
Nrm Corp,1991,3,8180428,4259660,47,7,1,2937,60,8,-1587,8180428,109
Jha,1987,2,6093330,8433295,291,11,2,2884,40,12,11,,94
V1e,1979,13,214792638,109836032,578,20,4,2706,60,23,-1171,214792638,70
UbbJe Corp,1988,6,10127338,7761421,207,12,26,2672,60,7,-676,10127338,90
Hy4,1991,3,6039,4495,1,1,2,2643,54,520,2337,6039,98
H9mht Inc,2000,3,7876122,3845512,61,8,1,2457,40,5,-24,7876122,137
Gul Corp,1994,3,1084764,661737,23,5,1,2751,40,9,-64,1084764,115
Pdhrjs9b Corp,1986,6,146475,161887,1,1,7,2343,40,2,-659,,74
Kbd,1993,2,37200629,33397677,407,21,139,2693,50,9,-15260,37200629,108
G86vfrg Corp,1993,9,70728089,50377383,2751,7,13,3758,40,65,35,70728089,151
BrfxA,1997,9,36348166,17958110,465,22,2,2617,40,44,-1813,36348166,125
QwFf Corp,1990,3,1137758,1138413,68,4,87,2815,40,49,829,,101
N7gzy,1989,6,421930997,247141895,6520,9,24,2483,40,1,-45,421930997,86
Okucc,1983,8,140179,135391,2,2,4,2072,40,1,3,140179,60
Mfb,1978,1,195015372,148273162,12299,1,1,1817,60,2,480,195015372,46
Bcu Corp,1993,3,12067332,14750016,519,4,1,2237,60,9,-65,,90
Iunij,1990,6,13614753,10023340,374,16,5,2415,60,4,163,13614753,87
Yf9 Corp,1994,6,47738024,86144064,4907,13,13,2921,30,7,1980,,122
Gjr6 Inc,1983,6,642648,830354,11,4,10,2636,60,1,1591,,76
Znjtc,1980,9,196045,220040,11,4,1,2619,40,3,-586,,69
YNk Corp,1992,6,253925,962635,45,7,10,2211,40,5,1818,,86
Ped,1986,12,5189188,5164188,109,11,4,2552,40,4,314,5189188,80
Rskwa LLC,1985,8,2233436,1903751,13,4,5,2898,40,3,-150,2233436,88
TkfRnkvv,1983,6,12102190,16082788,758,28,967,2248,50,6,-605,,65
Cxvdxrltl Inc,2006,1,13464,17377,2,2,13,2513,40,158,124,,210
FxjJ,1977,6,105073,139768,2,2,30,3428,66,1,-981,,84
S2Ilh,2005,6,30237365,10512092,188,14,3,2741,20,17,1982,30237365,211
Zsks,1994,3,57232,116791,4,2,3,2399,40,111,-5650,,100
Cowfl5,2000,4,24305787,40186712,892,18,1,2805,62,66,-2389,,156
Rhyj,1989,6,30304449,42080227,1178,13,2,2218,40,5,-2381,,77
BojTzd,1992,8,292168,200813,7,3,27,2640,75,7,83,292168,102
IX2,1979,6,585185,397378,9,3,13,2457,60,7,1388,585185,63
Qkuo,2004,12,442113,563956,3,2,3,2734,40,4,370,,196
AnZ,1976,3,49558758,46908136,1334,37,22,2823,60,3,1186,49558758,68
Sqag8 LLC,1994,6,119178448,71265672,4303,17,2,2302,60,4,-405,119178448,96
Vmqz,1984,3,9627373,6083225,112,1,1,2182,80,6,516,9627373,65
H5b,1995,3,65552,56330,1,1,1,3700,60,10,-432,65552,161
BsAdcc,1987,6,14908110,21309769,524,9,1,3322,70,6,612,,108
Xes,1992,6,2053004,2591946,96,10,6,3398,55,14,-98,,131
Emjc Corp,1987,3,274221,618781,8,3,1,2915,50,3,-956,,95
Mgunei Inc,1998,13,32412608,16176015,1397,8,932,3084,40,23,-961,32412608,155
AciaLrpmy Corp,1988,13,4568029,4236633,198,11,8,2271,40,1,-285,4568029,76
Wif Corp,1994,13,29973797,16123088,184,6,37,2764,40,4,1395,29973797,116
Hyi,1983,3,1733056,1371119,22,2,532,2503,60,8,-2033,1733056,72
Rtin2,1995,13,1419105,1347181,32,2,1,2986,60,72,200,1419105,130
Xduf6vmcv,1980,2,119377344,54124044,1953,30,1,2623,40,1,737,119377344,70
K90hnj1Z,1994,11,3287621,12017935,285,17,4,2694,60,1,1039,,113
Fvwm4,1984,3,28417868,71597428,5724,5,33,2400,40,52,-5547,,71
JRx0p Inc,1998,13,29931,28449,2,2,1,3408,40,3,-2135,29931,171
O64gcq Inc,2011,6,21060474,11636118,743,12,44,3157,50,45,641,21060474,451
LFg,1987,3,104227918,247615279,13053,33,3,2500,40,23,-1351,,81
Txv,1984,7,8420519,3895334,80,7,15,2687,60,1,4682,8420519,80
Dhmdxi Corp,1988,4,7486607,8227707,215,6,2,2554,60,34,-1019,,86
L0lbpn,1996,3,343317,152270,2,2,55,2757,40,93,-3254,343317,126
B4mmg,1994,11,65407,50719,4,2,1,2168,60,11,2918,65407,91
Ors2 Corp,1987,6,17679366,20309683,150,13,3,2774,64,216,135,,90
YsKs Inc,1999,3,2501224,2678400,27,6,1,2691,40,70,603,,142
RxVv,1991,3,18968315,29612315,2395,34,11,2602,60,17,-2168,,97
T9bf,1986,2,123385,157566,3,2,8,2461,60,1,-180,,77
Ar98,1996,3,6638098544,5990885478,108219,27,2,2872,70,105,-765,6638098544,131
Njem5,1989,3,41803480,38025925,595,3,1,2537,70,127,333,41803480,88
B4Zdl2k,1987,3,195785171,136239976,1814,42,58,2073,70,2,-714,195785171,67
GJs,1992,9,2289049,3136765,55,8,3,2281,60,7,848,,88
Hie3 Corp,1984,3,21972761,9988119,135,12,1,2661,70,112,-374,21972761,79
Mnq9xz,1999,3,1154263,962964,51,8,21,2523,39,13,1893,1154263,133
Cc6r,1994,8,4741032,6743833,169,13,90,2759,40,401,875,,115
EkeMgj,1987,1,1918855,857671,7,3,1,2933,73,155,2176,1918855,95
Glr,1993,3,628431,868583,9,3,1,3167,40,21,1013,,127
XfTu Corp,1980,4,29184247,32850864,855,6,49,2424,60,4,1336,,64
Wkzvxnbodqjq Corp,1985,3,874458,844558,7,3,4,2644,70,214,343,874458,81
Mggk Corp,1986,8,1385788411,1080761158,6275,36,723,2412,68,691,620,1385788411,76
Wjr,1986,11,38913109,21786915,153,13,14,2232,60,171,-1678,38913109,70
Nmrbuz4,1987,3,992339,1136329,41,7,79,2209,40,15,1116,,72
PhcneYhw,1995,3,239045,308001,4,2,3,2131,65,23,-1226,,93
Tmtim Inc,1985,10,72078141,80284145,3343,58,1,3243,50,60,-2255,,99
Re8yy,1986,8,988988903,786866526,36056,14,383,2129,40,39,583,988988903,67
Pgt Corp,1987,3,8142747,5123409,50,7,2,2277,40,3,1747,8142747,74
Imtazk,1991,2,4640640,4446719,34,6,17,2307,40,278,267,4640640,86
Sd5k4,1988,3,89656825,80452555,6982,40,1,2531,40,621,84,89656825,85
Hugcft,1993,1,390641,221463,15,4,9,2423,50,40,913,390641,97
P1ll,1977,6,523984,480501,19,5,1,2170,60,13,3606,523984,53
OOnmy,1990,13,5106763562,7273812748,81799,138,2,2267,60,1498,803,,81
Am2g Corp,1998,3,52130,68391,1,1,1,2951,60,2,-239,,148
Ssu,1992,6,803620097,1211098667,9167,29,1,2773,60,11,1178,,107
Uo4 Inc,1990,3,116111248,133368742,3683,4,30,2713,60,12,-1796,,97
NEmgt,1988,6,108717,121491,9,3,2,3039,40,1,340,,102
Ull,2004,6,3265221654,3556985710,42798,19,1,2587,40,4,1160,,185
Slr,2005,10,746243,491827,17,5,2,2641,50,10,4260,746243,204
T7sc Corp,1994,13,35083783,29291887,2747,8,1,2180,65,315,770,35083783,91
Qnd,2001,8,1966197,1693697,46,7,48,2693,60,5,930,1966197,159
Jzgxo3n,1988,11,4347947,4021546,42,7,108,1886,40,9,1295,4347947,63
Loyn,1989,7,213869586,296236529,4211,11,6,2350,50,2,1804,,82
U2yuw Inc,1993,8,115144456,155284650,6073,15,3,2164,45,276,-1041,,87
Ul7 Inc,1982,10,16597685,15382557,966,14,932,2177,60,4,701,16597685,61
Thr,1988,7,17360030,29635698,751,14,3,2733,70,25,-269,,92
Byn2z Corp,1985,13,57941752,63842176,763,3,1,2578,70,3,1045,,79
Gjdnih,1981,11,176269716,355913288,1629,5,6,3217,20,3,1227,,87
Eeqdtk,1986,9,1154659,2469130,43,7,6,2081,30,4,1377,,66
Qzgr Inc,1983,6,859072,431033,6,3,2,2799,45,175,-5296,859072,80
Lvif,1994,7,2528869,3110358,297,18,3,2668,70,5,97,,112
NgPfA,1985,6,17211916,22172652,329,19,10,3423,58,842,-1316,,104
Osi,1989,6,139926,56410,4,2,1,2841,50,13,-231,139926,98
Ujrvvap,1994,6,159937557,170546325,1130,34,5,2361,60,62,2126,,99
Skwvyc LLC,1997,4,980335,353663,24,5,1,2813,50,2,-164,980335,134
R6y,1999,3,866,591,1,1,17,2539,40,1,435,866,134
Yfe Corp,1993,11,752818998,2210612645,75627,3,1,2617,45,131,-897,,105
Skjb,1984,1,377568036,438320404,27748,1,5,3042,60,174,4808,,90
Wpp Corp,1979,3,6794819,2980549,294,11,2,2109,40,38,-337,6794819,55
Wdve Corp,1985,6,1174790,776480,20,5,1,2140,50,22,679,1174790,65
Lbsb,1986,2,15721,16946,1,1,38,3090,60,15,-1304,,97
FOa,1992,3,240640,133522,1,1,5,2140,60,126,-1108,240640,83
Lqigz Corp,2000,9,13714889,5497829,135,12,1,2345,40,4,130,13714889,131
Emb0g,1985,12,93016,80618,3,2,41,3099,40,2,-105,93016,94
Sbzv,1984,11,3769,2776,1,1,2,2986,40,56,-978,3769,88
Cbf,1983,11,9724235,10092211,223,15,1,2109,60,984,675,,61
Djl Inc,1994,3,508601,326076,21,5,2,2664,60,2,-541,508601,111
UWub LLC,1995,8,19690115,11483928,247,7,1,3009,60,19,3396,19690115,131
Btn Corp,1990,3,106745,42156,1,1,1,2857,60,2,510,106745,103
Qna,1982,2,74058837,103816699,1486,1,1,2554,60,339,-391,,71
Xqa LLC,1996,8,3458315454,5258144715,287462,14,15,1870,60,11,2822,,85
Tjg,1989,3,10277475,7599008,601,17,1,2725,60,4,-997,10277475,94
Lqr,1990,8,16478838,23799031,496,23,2,3101,60,61,246,,111
Aul Inc,1988,3,8820656,29075579,443,17,2,2611,40,4,-2818,,88
PahT,1979,11,657329,635774,5,3,47,1846,60,606,1756,657329,48
Dapob,1992,8,5230219,7339901,93,8,1,2833,50,6,630,,109
CjxL,1992,13,57135907,31573674,1218,35,1,2778,40,6,-1285,57135907,107
Zdup Corp,1990,3,87093054,139781858,2721,3,128,2738,40,32,1643,,98
Mhw,1989,11,30792847,29298412,962,6,5,2656,60,3,643,30792847,92
Ku4gy Inc,1995,11,20789986,28769886,192,3,5,2483,60,3,463,,108
Emdqy,1993,9,13939086,11162921,113,11,6,2950,60,41,682,13939086,118
Yife,2004,11,1018262,821217,6,3,3,2661,60,9,241,1018262,191
Yjm,1993,4,18403,24133,1,1,9,3180,60,1,-1650,,128
Bnu,1990,6,27238010,14660944,165,13,23,3019,60,40,-333,27238010,108
BTj,1987,10,548939657,759124894,17538,6,6,3118,60,1,276,,101
Oei,1996,8,4520239,2264880,49,7,1,2745,40,2,91,4520239,125
OdRrbxFeetb,1995,4,35874971,43009039,2441,2,1,2048,60,29,-1100,,90
Aktq,1995,11,17304977,32705277,935,15,4,2788,60,69,-1284,,122
Cthvb4,1981,8,1583648,647651,9,3,18,3088,53,2,789,1583648,84
Otf7c,2002,3,665225,893232,12,4,3,2244,60,454,-4373,,141
Nukn Inc,1993,10,6330507,11369547,163,1,3,3168,60,85,968,,127
Tjvciq LLC,1987,8,502398040,502860725,8911,14,1,2565,60,8,-438,,83
Nkoz,1991,3,3140251,3426624,65,9,20,2815,60,74,-403,,105
Lmj8c,1996,6,1108428,988049,10,4,48,3578,58,551,1601,1108428,163
Jegf,1991,4,120886,303750,4,2,1,3382,60,6,-835,,126
Ymh,1990,13,198162651,134730930,1562,19,2,2862,60,1,-241,198162651,103
Eq9x,1991,3,87435322,160740263,5347,4,2,2453,70,13,-375,,91
NuB Inc,1992,3,842816,445427,14,4,224,2499,40,62,-487,842816,97
Khg9,2000,3,24366253,28408437,1546,37,2,3065,40,10,273,,171
PqKniem Corp,2001,2,3017115,3528644,200,14,1,2291,40,23,-1177,,135
Wqu,1978,3,4263408601,5310775884,122965,10,3,2270,80,195,-288,,57
Pwjl,1989,6,8517090,6866169,147,1,1,2610,60,64,570,8517090,90
Jed,1995,2,83781,75886,2,2,10,2673,60,17,117,83781,117
Gtle,1988,8,7624733,4621435,49,2,1,2564,56,11,-118,7624733,86
Huvxojr7,1991,6,65936735,32362970,1778,43,2,3028,68,8,-2251,65936735,113
Pmq,1980,13,7194802,5721281,57,8,1,3638,60,35,655,7194802,96
Aip,1998,8,13052,19507,1,1,1,2500,43,1,241,,125
Q5uilroxjzj,1989,3,3480706,2948919,38,7,2,3229,55,5,-1754,3480706,112
NoQt,1994,6,221572,282195,7,3,2,2580,50,1,-417,,108
Snrs,1993,11,7270641,19537805,424,21,1,2896,50,7,-298,,116
Puj Corp,1981,6,363903,540040,24,5,1,2755,50,5,2374,,75
Hinm,1977,3,1316973,1755463,38,5,1,2156,60,3,1086,,53
Nmqrw,1986,11,7054173,5065133,448,16,221,2772,50,7,-2653,7054173,87
Deh,1990,2,30625,35976,2,2,7,3158,70,61,144,,113
Vap LLC,1998,3,14880301,21006348,823,29,2,2441,44,64,1945,,123
S86c0td,1982,3,628055,405060,9,3,1,2009,60,5,-2451,628055,56
UGsi,1991,8,110675,80281,5,3,54,3016,60,6,448,110675,112
GxldX,1987,1,1208452,1956526,79,9,1,2140,81,89,1663,,70
Z8etK Inc,1992,11,28784,38281,1,1,1,2153,75,35,819,,83
Gvlvyzyh,1997,12,106101,38039,4,2,1,2537,70,41,-465,106101,121
KIdlbm64h Inc,1986,2,677328,376232,29,1,1,2921,50,26,-800,677328,92
Z6n LLC,1985,3,2954667,2720669,72,9,19,2191,60,2,-246,2954667,67
GrdnJ,1985,1,1145049,983685,13,4,1,2566,60,10,-203,1145049,78
AwzC4s Corp,1987,3,965755,661764,61,8,2,2272,50,11,1807,965755,74
Ste Corp,1995,11,615092,315194,4,2,4,2159,60,53,-1885,615092,94
KhsvyVDjR,1989,10,5100848,7579131,530,24,1,3106,60,24,-126,,108
Lfwi,1985,11,8685,14994,1,1,1,1780,70,3,-266,,54
Xrjhb Corp,2005,13,1043295,1698039,49,4,24,2158,70,157,1223,,166
Wbttk Corp,1981,3,7106407,7670750,75,9,1,2765,40,1,-498,,75
Wh9ielr,1993,3,4376755,5304677,37,7,8,2490,70,5,-13,,100
Usbi Inc,1993,6,958862,1201184,35,6,2,2603,40,12,-246,,105
Rlekea Corp,1985,11,18207129,11399042,702,23,1,2523,53,2,-1625,18207129,77
Yqz,1992,6,566683696,545275612,4342,27,22,2121,60,2,-561,566683696,82
Yr8euv,2003,13,1724094,798287,19,5,1,2746,70,2,2147,1724094,184
Ami,1992,11,42194,51891,2,2,2,2439,40,165,885,,94
Mz0,1996,11,477649,702721,8,3,3,2791,45,889,0,,127
Pxiyh,1990,13,281968,267998,9,3,6,2754,60,2,-821,281968,99
Qstaro,1976,6,4393584,5093425,37,4,3,2000,40,89,900,,48
Ciw,1983,13,166398,200805,3,2,2,2387,60,1461,425,,69
Imp Inc,1998,11,196701913,251280673,4486,3,6,3393,60,43,4329,,170
Eyrd8g,1990,9,31868944,47527348,1285,1,2,2710,60,19,1215,,97
PQmazit LLC,2000,3,13628117,26994065,1423,8,1,2644,40,56,-661,,147
P6zYtuw,1996,3,193205,265754,13,4,6,2890,60,5,416,,132
Dlj Corp,1978,3,2383500,4368108,110,6,5,2605,40,805,684,,66
Yxsr,2015,8,66975525,59802914,1365,2,3,3062,40,15,-1259,66975525,1021
Pb3,1990,9,38216353,23834915,107,11,25,2725,50,7,1395,38216353,98
KsDd2,1985,11,55089995,72712106,1044,20,1,3223,60,4914,1210,,98
AxEb,1999,3,131392286,95318042,2258,12,3,2295,60,2,-1359,131392286,121
Madjfuq,2000,3,8683514,4763472,132,12,2,2759,70,1034,944,8683514,154
Kcc LLC,1996,8,27856060,31653956,1232,19,1,2429,60,1,-620,,111
Mmwe0,1985,10,610630,1222747,55,6,4,2278,40,1,219,,70
FpS Inc,1987,3,1957014,933556,52,8,9,2779,55,2,1465,1957014,90
Dd2,1994,13,37144,78810,1,1,2,2598,60,4,-268,,109
Lfl,1982,10,220548,244762,3,2,1,2552,60,1,3888,,71
CRr Inc,1986,6,500930921,810345683,29226,56,2,2496,57,1,-1423,,78
Anf LLC,1993,3,229548227,168072070,11111,16,1,2549,40,117,520,229548227,102
Oct,1994,8,177187,137883,5,3,5,2573,60,7,1932,177187,108
BwBii Corp,2002,12,254993568,356784861,4620,8,2,2147,60,1998,-3014,,135
Gfv Corp,2000,10,116489,170189,3,2,13,2222,58,5,360,,124
I8mqXfyaNlz,1993,6,2361067,4419741,166,10,3,1725,40,9,-298,,69
HiD,1977,7,6859568,2008314,32,3,3,2851,60,12,1108,6859568,70
EgW7mhk,1991,6,2038574,1751023,25,5,1,2771,60,62,6792,2038574,103
P9swf,2001,6,22245306,31635629,404,8,1,3168,60,2,370,,187
Mktmsn,1974,2,198641201,204389417,13860,6,14,1772,60,934,520,,41
VW8y,1986,3,25699522,45772958,224,14,1,2703,70,15,256,,85
Cdvkfu Corp,1993,8,249730765,267353303,9324,8,15,3041,60,135,-1065,,122
T5k,1985,4,9439196,17475215,285,10,1,2443,62,932,1830,,75
BOm Inc,1991,11,16719,22920,1,1,1,1963,40,2,41,,73
Luju Corp,1994,11,114128608,103234572,1210,35,9,2085,46,1,2301,114128608,87
H4qJ,1991,13,7279620,3020983,70,9,6,2468,60,30,293,7279620,92
TubdRpx,2004,3,599641,573876,4,2,1,2258,60,10,1639,599641,162
BgufN Corp,1971,2,31648796,14539257,278,5,52,2468,40,2,260,31648796,53
AiZz,1980,3,216184955,169772222,2677,2,1,2244,60,5,-1994,216184955,60
Gdy Corp,1988,6,23098381,16900083,614,25,1,2818,80,9,-548,23098381,94
Wvyczxv Inc,1992,8,26670047,29393321,404,21,1,2105,60,1,817,,81
Zgyxgz Inc,1993,3,4855561,5266111,181,3,1,2092,40,3,311,,84
M7ql2,1983,10,3260572,3239361,166,5,1,2675,60,140,1667,3260572,77
Hmgm,1995,10,2835927,2453263,39,7,1,2966,40,3,-3586,2835927,129
Tjzy6 Corp,1983,10,140187812,80708015,4784,13,15,2582,40,8,1191,140187812,74
Ibhl Corp,1989,3,58229142,74409088,1159,35,1,2541,40,2,1048,,88
Uig Corp,1997,6,3332100,3717850,214,14,1,2429,65,58,-1125,,116
Sktga8jy Corp,2000,6,6207446,7882981,111,11,115,2267,70,23,-1550,,126
DpHr Corp,1998,2,316937,256685,4,2,4,2543,60,15,6679,316937,128
XHgl,1994,11,113582,216465,5,3,3,2766,50,7,67,,116
Nhk,2000,3,7033448,5199720,289,17,155,2455,50,14,108,7033448,137
Tnt,1998,11,8517,12208,1,1,3,3084,80,20,269,,155
Fvp,2001,6,4716754,8449322,199,15,2,3349,40,3,624,,197
Agve,1991,6,1245053583,887791933,49637,7,2,2735,60,2,3010,1245053583,102
G5k,1990,10,11987974,10361619,113,5,2,2147,66,14,881,11987974,77
Utaf,1993,13,622190,278829,6,3,1,2202,40,184,-2103,622190,89
IUMV,1991,13,89569970,52196948,2478,7,2,3218,60,20,620,89569970,120
MFn,1977,6,61256599,113104585,965,30,276,1755,50,4,4,,43
Cb8l,1996,3,1044805,2013850,33,6,2,2698,63,1129,500,,123
CNpc,1987,3,267991170,322892402,14226,20,52,3201,60,75,1069,,104
